ligand,receptor,type,species
Hebp1,S1pr2,R,Mouse
Ppbp,S1pr2,R,Mouse
Cxcl12,S1pr2,R,Mouse
Cxcl5,S1pr2,R,Mouse
Ucn3,S1pr2,R,Mouse
Ucn2,S1pr2,R,Mouse
Ccl28,S1pr2,R,Mouse
Cxcl13,S1pr2,R,Mouse
Cxcl10,S1pr2,R,Mouse
Ccl20,S1pr2,R,Mouse
Ccl11,S1pr2,R,Mouse
Ccl19,S1pr2,R,Mouse
Amtn,Ackr2,L,Mouse
Gm94,Ackr2,L,Mouse
Csn1s1,Ackr2,L,Mouse
Csn2,Ackr2,L,Mouse
Cst8,Ackr2,L,Mouse
Cstl1,Ackr2,L,Mouse
Defb13,Ackr2,L,Mouse
Defb48,Ackr2,L,Mouse
Defb22,Ackr2,L,Mouse
Defb22,Ackr2,L,Mouse
Gkn2,Ackr2,L,Mouse
Hamp,Ackr2,L,Mouse
Lalba,Ackr2,L,Mouse
Odam,Ackr2,L,Mouse
Pate2,Ackr2,L,Mouse
Pate3,Ackr2,L,Mouse
Pate4,Ackr2,L,Mouse
Prr27,Ackr2,L,Mouse
Scgb1c1,Ackr2,L,Mouse
Scgb1c1,Ackr2,L,Mouse
Scgb2a2,Ackr2,L,Mouse
Scrg1,Ackr2,L,Mouse
Spink14,Ackr2,L,Mouse
Wfdc9,Ackr2,L,Mouse
Amtn,Tshr,L,Mouse
Gm94,Tshr,L,Mouse
2300002M23Rik,Tshr,L,Mouse
Cdsn,Tshr,L,Mouse
Chga,Tshr,L,Mouse
Chgb,Tshr,L,Mouse
Csn1s1,Tshr,L,Mouse
Csn2,Tshr,L,Mouse
Dkkl1,Tshr,L,Mouse
Krtdap,Tshr,L,Mouse
Odam,Tshr,L,Mouse
Prr27,Tshr,L,Mouse
Scg2,Tshr,L,Mouse
Scg3,Tshr,L,Mouse
Scgb1c1,Tshr,L,Mouse
Srgn,Tshr,L,Mouse
Ucma,Tshr,L,Mouse
Amtn,Glp1r,L,Mouse
Gm94,Glp1r,L,Mouse
2300002M23Rik,Glp1r,L,Mouse
Csn1s1,Glp1r,L,Mouse
Csn2,Glp1r,L,Mouse
Defb22,Glp1r,L,Mouse
Dkkl1,Glp1r,L,Mouse
Hamp,Glp1r,L,Mouse
Lad1,Glp1r,L,Mouse
Odam,Glp1r,L,Mouse
Prap1,Glp1r,L,Mouse
Scg2,Glp1r,L,Mouse
Scgb1c1,Glp1r,L,Mouse
Scgb2a2,Glp1r,L,Mouse
Scrg1,Glp1r,L,Mouse
Sdcbp,Glp1r,L,Mouse
Svbp,Glp1r,L,Mouse
Wfdc13,Glp1r,L,Mouse
Wfdc9,Glp1r,L,Mouse
Amtn,Ackr4,L,Mouse
Gm94,Ackr4,L,Mouse
Csn1s1,Ackr4,L,Mouse
Csn2,Ackr4,L,Mouse
Cst8,Ackr4,L,Mouse
Cstl1,Ackr4,L,Mouse
Defb13,Ackr4,L,Mouse
Defb48,Ackr4,L,Mouse
Defb22,Ackr4,L,Mouse
Defb22,Ackr4,L,Mouse
Gkn2,Ackr4,L,Mouse
Lalba,Ackr4,L,Mouse
Odam,Ackr4,L,Mouse
Pate2,Ackr4,L,Mouse
Pate3,Ackr4,L,Mouse
Pate4,Ackr4,L,Mouse
Scgb1c1,Ackr4,L,Mouse
Scgb1c1,Ackr4,L,Mouse
Scgb2a2,Ackr4,L,Mouse
Scrg1,Ackr4,L,Mouse
Spink14,Ackr4,L,Mouse
Wfdc9,Ackr4,L,Mouse
Amtn,Drd3,LR,Mouse
Gm525,Drd3,LR,Mouse
Csn1s1,Drd3,LR,Mouse
Csn2,Drd3,LR,Mouse
Cst6,Drd3,LR,Mouse
Cst8,Drd3,LR,Mouse
Cstl1,Drd3,LR,Mouse
Defb13,Drd3,LR,Mouse
Defb48,Drd3,LR,Mouse
Defb19,Drd3,LR,Mouse
Defb22,Drd3,LR,Mouse
Hamp,Drd3,LR,Mouse
Krtdap,Drd3,LR,Mouse
Leap2,Drd3,LR,Mouse
Lyzl6,Drd3,LR,Mouse
Odam,Drd3,LR,Mouse
Pate2,Drd3,LR,Mouse
Pate3,Drd3,LR,Mouse
Pate4,Drd3,LR,Mouse
Scgb1c1,Drd3,LR,Mouse
Scgb1c1,Drd3,LR,Mouse
Scgb2a2,Drd3,LR,Mouse
Spink14,Drd3,LR,Mouse
Wfdc9,Drd3,LR,Mouse
Cort,Drd3,R,Mouse
Nppa,Drd3,R,Mouse
Pomc,Drd3,R,Mouse
Penk,Drd3,R,Mouse
Pdyn,Drd3,R,Mouse
Calca,Drd3,R,Mouse
Pth,Drd3,R,Mouse
Gcg,Drd3,R,Mouse
Vip,Drd3,R,Mouse
Crh,Drd3,R,Mouse
Gip,Drd3,R,Mouse
Sct,Drd3,R,Mouse
Nps,Drd3,R,Mouse
Calcb,Drd3,R,Mouse
Iapp,Drd3,R,Mouse
Nppb,Drd3,R,Mouse
Adcyap1,Drd3,R,Mouse
Tac1,Drd3,R,Mouse
Pmch,Drd3,R,Mouse
Gal,Drd3,R,Mouse
Nppc,Drd3,R,Mouse
Nmu,Drd3,R,Mouse
Sst,Drd3,R,Mouse
Cxcl9,Drd3,R,Mouse
Pnoc,Drd3,R,Mouse
Nms,Drd3,R,Mouse
Tac4,Drd3,R,Mouse
Npw,Drd3,R,Mouse
Rln3,Drd3,R,Mouse
Pth2,Drd3,R,Mouse
Tac2,Drd3,R,Mouse
Ppy,Drd3,R,Mouse
Npy,Drd3,R,Mouse
Npb,Drd3,R,Mouse
Hebp1,Drd3,R,Mouse
Cxcl12,Drd3,R,Mouse
Cxcl5,Drd3,R,Mouse
Ucn3,Drd3,R,Mouse
Ucn2,Drd3,R,Mouse
Ccl28,Drd3,R,Mouse
Cxcl13,Drd3,R,Mouse
Cxcl10,Drd3,R,Mouse
Ccl20,Drd3,R,Mouse
Ghrh,Drd3,R,Mouse
Ccl24,Drd3,R,Mouse
Rln1,Drd3,R,Mouse
Ccl2,Drd3,R,Mouse
Ccl11,Drd3,R,Mouse
Ccl19,Drd3,R,Mouse
Insl5,Drd3,R,Mouse
Amtn,Ffar3,LR,Mouse
Gm94,Ffar3,LR,Mouse
Csn1s1,Ffar3,LR,Mouse
Csn2,Ffar3,LR,Mouse
Cst8,Ffar3,LR,Mouse
Cstl1,Ffar3,LR,Mouse
Defb13,Ffar3,LR,Mouse
Defb48,Ffar3,LR,Mouse
Defb19,Ffar3,LR,Mouse
Defb22,Ffar3,LR,Mouse
Defb22,Ffar3,LR,Mouse
Gkn2,Ffar3,LR,Mouse
Hamp,Ffar3,LR,Mouse
Lalba,Ffar3,LR,Mouse
Odam,Ffar3,LR,Mouse
Pate2,Ffar3,LR,Mouse
Pate3,Ffar3,LR,Mouse
Pate4,Ffar3,LR,Mouse
Prr27,Ffar3,LR,Mouse
Scgb1c1,Ffar3,LR,Mouse
Scgb1c1,Ffar3,LR,Mouse
Scgb2a2,Ffar3,LR,Mouse
Scrg1,Ffar3,LR,Mouse
Spink14,Ffar3,LR,Mouse
Wfdc13,Ffar3,LR,Mouse
Wfdc9,Ffar3,LR,Mouse
Cort,Ffar3,R,Mouse
Penk,Ffar3,R,Mouse
Pdyn,Ffar3,R,Mouse
Calca,Ffar3,R,Mouse
Pth,Ffar3,R,Mouse
Gip,Ffar3,R,Mouse
Tac1,Ffar3,R,Mouse
Pmch,Ffar3,R,Mouse
Sst,Ffar3,R,Mouse
Cxcl9,Ffar3,R,Mouse
Pnoc,Ffar3,R,Mouse
Nms,Ffar3,R,Mouse
Tac4,Ffar3,R,Mouse
Tac2,Ffar3,R,Mouse
Tshb,Ffar3,R,Mouse
Defb14,Ffar3,R,Mouse
Defb14,Ffar3,R,Mouse
Hebp1,Ffar3,R,Mouse
Ccl28,Ffar3,R,Mouse
Cxcl13,Ffar3,R,Mouse
Cxcl10,Ffar3,R,Mouse
Ccl20,Ffar3,R,Mouse
Ghrh,Ffar3,R,Mouse
Ccl24,Ffar3,R,Mouse
Ccl2,Ffar3,R,Mouse
Ccl11,Ffar3,R,Mouse
Ccl19,Ffar3,R,Mouse
Ccl3,Ffar3,R,Mouse
Ccl3,Ffar3,R,Mouse
Ccl3,Ffar3,R,Mouse
Amtn,Gpr15,LR,Mouse
Gm525,Gpr15,LR,Mouse
Gm94,Gpr15,LR,Mouse
Csn1s1,Gpr15,LR,Mouse
Csn2,Gpr15,LR,Mouse
Cst8,Gpr15,LR,Mouse
Cstl1,Gpr15,LR,Mouse
Defb13,Gpr15,LR,Mouse
Defb48,Gpr15,LR,Mouse
Defb19,Gpr15,LR,Mouse
Defb22,Gpr15,LR,Mouse
Defb22,Gpr15,LR,Mouse
Hamp,Gpr15,LR,Mouse
Krtdap,Gpr15,LR,Mouse
Lalba,Gpr15,LR,Mouse
Odam,Gpr15,LR,Mouse
Pate2,Gpr15,LR,Mouse
Pate3,Gpr15,LR,Mouse
Pate4,Gpr15,LR,Mouse
Scgb1c1,Gpr15,LR,Mouse
Scgb1c1,Gpr15,LR,Mouse
Scgb2a2,Gpr15,LR,Mouse
Scrg1,Gpr15,LR,Mouse
Spink14,Gpr15,LR,Mouse
Spink8,Gpr15,LR,Mouse
Wfdc9,Gpr15,LR,Mouse
Cort,Gpr15,R,Mouse
Penk,Gpr15,R,Mouse
Pdyn,Gpr15,R,Mouse
Calca,Gpr15,R,Mouse
Pth,Gpr15,R,Mouse
Gcg,Gpr15,R,Mouse
Vip,Gpr15,R,Mouse
Gip,Gpr15,R,Mouse
Nps,Gpr15,R,Mouse
Calcb,Gpr15,R,Mouse
Iapp,Gpr15,R,Mouse
Nppb,Gpr15,R,Mouse
Tac1,Gpr15,R,Mouse
Pmch,Gpr15,R,Mouse
Gal,Gpr15,R,Mouse
Nmu,Gpr15,R,Mouse
Sst,Gpr15,R,Mouse
Cxcl9,Gpr15,R,Mouse
Pnoc,Gpr15,R,Mouse
Nms,Gpr15,R,Mouse
Tac4,Gpr15,R,Mouse
Tac2,Gpr15,R,Mouse
Defb14,Gpr15,R,Mouse
Defb14,Gpr15,R,Mouse
Hebp1,Gpr15,R,Mouse
Cxcl12,Gpr15,R,Mouse
Ccl28,Gpr15,R,Mouse
Cxcl13,Gpr15,R,Mouse
Cxcl10,Gpr15,R,Mouse
Ccl20,Gpr15,R,Mouse
Ghrh,Gpr15,R,Mouse
Ccl24,Gpr15,R,Mouse
Ccl2,Gpr15,R,Mouse
Ccl11,Gpr15,R,Mouse
Ccl19,Gpr15,R,Mouse
Ccl3,Gpr15,R,Mouse
Ccl7,Gpr15,R,Mouse
Amtn,Gpr17,LR,Mouse
Gm525,Gpr17,LR,Mouse
Gm94,Gpr17,LR,Mouse
Csn1s1,Gpr17,LR,Mouse
Csn2,Gpr17,LR,Mouse
Cst8,Gpr17,LR,Mouse
Cstl1,Gpr17,LR,Mouse
Defb13,Gpr17,LR,Mouse
Defb48,Gpr17,LR,Mouse
Defb19,Gpr17,LR,Mouse
Defb22,Gpr17,LR,Mouse
Defb22,Gpr17,LR,Mouse
Defb30,Gpr17,LR,Mouse
Hamp,Gpr17,LR,Mouse
Krtdap,Gpr17,LR,Mouse
Lalba,Gpr17,LR,Mouse
Ly6g5b,Gpr17,LR,Mouse
Odam,Gpr17,LR,Mouse
Pate2,Gpr17,LR,Mouse
Pate3,Gpr17,LR,Mouse
Pate4,Gpr17,LR,Mouse
Prr27,Gpr17,LR,Mouse
Scg2,Gpr17,LR,Mouse
Scgb1c1,Gpr17,LR,Mouse
Scgb1c1,Gpr17,LR,Mouse
Scgb2a2,Gpr17,LR,Mouse
Scrg1,Gpr17,LR,Mouse
Spink14,Gpr17,LR,Mouse
Spink4,Gpr17,LR,Mouse
Spink8,Gpr17,LR,Mouse
Wfdc10,Gpr17,LR,Mouse
Wfdc11,Gpr17,LR,Mouse
Wfdc13,Gpr17,LR,Mouse
Wfdc9,Gpr17,LR,Mouse
Cort,Gpr17,R,Mouse
Penk,Gpr17,R,Mouse
Pdyn,Gpr17,R,Mouse
Calca,Gpr17,R,Mouse
Pth,Gpr17,R,Mouse
Gcg,Gpr17,R,Mouse
Vip,Gpr17,R,Mouse
Gip,Gpr17,R,Mouse
Nps,Gpr17,R,Mouse
Calcb,Gpr17,R,Mouse
Iapp,Gpr17,R,Mouse
Tac1,Gpr17,R,Mouse
Pmch,Gpr17,R,Mouse
Gal,Gpr17,R,Mouse
Nmu,Gpr17,R,Mouse
Sst,Gpr17,R,Mouse
Cxcl9,Gpr17,R,Mouse
Pnoc,Gpr17,R,Mouse
Nms,Gpr17,R,Mouse
Tac4,Gpr17,R,Mouse
Tac2,Gpr17,R,Mouse
Defb14,Gpr17,R,Mouse
Defb14,Gpr17,R,Mouse
Hebp1,Gpr17,R,Mouse
Cxcl12,Gpr17,R,Mouse
Ccl28,Gpr17,R,Mouse
Cxcl13,Gpr17,R,Mouse
Cxcl10,Gpr17,R,Mouse
Ccl20,Gpr17,R,Mouse
Ghrh,Gpr17,R,Mouse
Ccl24,Gpr17,R,Mouse
Rln1,Gpr17,R,Mouse
Ccl2,Gpr17,R,Mouse
Ccl11,Gpr17,R,Mouse
Ccl19,Gpr17,R,Mouse
Ccl3,Gpr17,R,Mouse
Amtn,Gpr174,LR,Mouse
Gm94,Gpr174,LR,Mouse
Csn1s1,Gpr174,LR,Mouse
Csn2,Gpr174,LR,Mouse
Cst8,Gpr174,LR,Mouse
Cstl1,Gpr174,LR,Mouse
Defb13,Gpr174,LR,Mouse
Defb48,Gpr174,LR,Mouse
Defb19,Gpr174,LR,Mouse
Defb22,Gpr174,LR,Mouse
Defb22,Gpr174,LR,Mouse
Hamp,Gpr174,LR,Mouse
Krtdap,Gpr174,LR,Mouse
Lalba,Gpr174,LR,Mouse
Odam,Gpr174,LR,Mouse
Pate2,Gpr174,LR,Mouse
Pate3,Gpr174,LR,Mouse
Pate4,Gpr174,LR,Mouse
Scgb1c1,Gpr174,LR,Mouse
Scgb1c1,Gpr174,LR,Mouse
Scgb2a2,Gpr174,LR,Mouse
Scrg1,Gpr174,LR,Mouse
Spink14,Gpr174,LR,Mouse
Wfdc9,Gpr174,LR,Mouse
Cort,Gpr174,R,Mouse
Penk,Gpr174,R,Mouse
Pdyn,Gpr174,R,Mouse
Calca,Gpr174,R,Mouse
Pth,Gpr174,R,Mouse
Vip,Gpr174,R,Mouse
Gip,Gpr174,R,Mouse
Nps,Gpr174,R,Mouse
Calcb,Gpr174,R,Mouse
Iapp,Gpr174,R,Mouse
Tac1,Gpr174,R,Mouse
Pmch,Gpr174,R,Mouse
Gal,Gpr174,R,Mouse
Sst,Gpr174,R,Mouse
Cxcl9,Gpr174,R,Mouse
Pnoc,Gpr174,R,Mouse
Nms,Gpr174,R,Mouse
Tac4,Gpr174,R,Mouse
Tac2,Gpr174,R,Mouse
Ccl28,Gpr174,R,Mouse
Cxcl13,Gpr174,R,Mouse
Cxcl10,Gpr174,R,Mouse
Ccl20,Gpr174,R,Mouse
Ghrh,Gpr174,R,Mouse
Ccl2,Gpr174,R,Mouse
Ccl19,Gpr174,R,Mouse
Amtn,Gpr183,LR,Mouse
Gm94,Gpr183,LR,Mouse
Csn1s1,Gpr183,LR,Mouse
Csn2,Gpr183,LR,Mouse
Cst8,Gpr183,LR,Mouse
Cstl1,Gpr183,LR,Mouse
Defb13,Gpr183,LR,Mouse
Defb48,Gpr183,LR,Mouse
Defb22,Gpr183,LR,Mouse
Defb22,Gpr183,LR,Mouse
Lalba,Gpr183,LR,Mouse
Odam,Gpr183,LR,Mouse
Pate2,Gpr183,LR,Mouse
Pate3,Gpr183,LR,Mouse
Pate4,Gpr183,LR,Mouse
Prr27,Gpr183,LR,Mouse
Scgb1c1,Gpr183,LR,Mouse
Scgb1c1,Gpr183,LR,Mouse
Scgb2a2,Gpr183,LR,Mouse
Scrg1,Gpr183,LR,Mouse
Spink14,Gpr183,LR,Mouse
Wfdc9,Gpr183,LR,Mouse
Cort,Gpr183,R,Mouse
Penk,Gpr183,R,Mouse
Pdyn,Gpr183,R,Mouse
Calca,Gpr183,R,Mouse
Pth,Gpr183,R,Mouse
Vip,Gpr183,R,Mouse
Gip,Gpr183,R,Mouse
Nps,Gpr183,R,Mouse
Calcb,Gpr183,R,Mouse
Iapp,Gpr183,R,Mouse
Tac1,Gpr183,R,Mouse
Pmch,Gpr183,R,Mouse
Gal,Gpr183,R,Mouse
Sst,Gpr183,R,Mouse
Cxcl9,Gpr183,R,Mouse
Pnoc,Gpr183,R,Mouse
Nms,Gpr183,R,Mouse
Tac4,Gpr183,R,Mouse
Tac2,Gpr183,R,Mouse
Hebp1,Gpr183,R,Mouse
Cxcl13,Gpr183,R,Mouse
Cxcl10,Gpr183,R,Mouse
Ccl20,Gpr183,R,Mouse
Ghrh,Gpr183,R,Mouse
Ccl2,Gpr183,R,Mouse
Amtn,Gpr4,LR,Mouse
Gm525,Gpr4,LR,Mouse
Gm94,Gpr4,LR,Mouse
Csn1s1,Gpr4,LR,Mouse
Csn2,Gpr4,LR,Mouse
Cst8,Gpr4,LR,Mouse
Cstl1,Gpr4,LR,Mouse
Defb13,Gpr4,LR,Mouse
Defb48,Gpr4,LR,Mouse
Defb19,Gpr4,LR,Mouse
Defb22,Gpr4,LR,Mouse
Defb22,Gpr4,LR,Mouse
Defb30,Gpr4,LR,Mouse
Hamp,Gpr4,LR,Mouse
Krtdap,Gpr4,LR,Mouse
Lalba,Gpr4,LR,Mouse
Leap2,Gpr4,LR,Mouse
Ly6g5b,Gpr4,LR,Mouse
Odam,Gpr4,LR,Mouse
Pate2,Gpr4,LR,Mouse
Pate3,Gpr4,LR,Mouse
Pate4,Gpr4,LR,Mouse
Prr27,Gpr4,LR,Mouse
Scg2,Gpr4,LR,Mouse
Scgb1c1,Gpr4,LR,Mouse
Scgb1c1,Gpr4,LR,Mouse
Scgb2a2,Gpr4,LR,Mouse
Scrg1,Gpr4,LR,Mouse
Spink14,Gpr4,LR,Mouse
Spink4,Gpr4,LR,Mouse
Spink8,Gpr4,LR,Mouse
Wfdc10,Gpr4,LR,Mouse
Wfdc11,Gpr4,LR,Mouse
Wfdc13,Gpr4,LR,Mouse
Wfdc9,Gpr4,LR,Mouse
Cort,Gpr4,R,Mouse
Nppa,Gpr4,R,Mouse
Penk,Gpr4,R,Mouse
Pdyn,Gpr4,R,Mouse
Calca,Gpr4,R,Mouse
Pth,Gpr4,R,Mouse
Gcg,Gpr4,R,Mouse
Vip,Gpr4,R,Mouse
Gip,Gpr4,R,Mouse
Nps,Gpr4,R,Mouse
Calcb,Gpr4,R,Mouse
Iapp,Gpr4,R,Mouse
Nppb,Gpr4,R,Mouse
Tac1,Gpr4,R,Mouse
Pmch,Gpr4,R,Mouse
Gal,Gpr4,R,Mouse
Nppc,Gpr4,R,Mouse
Nmu,Gpr4,R,Mouse
Sst,Gpr4,R,Mouse
Cxcl9,Gpr4,R,Mouse
Pnoc,Gpr4,R,Mouse
Nms,Gpr4,R,Mouse
Tac4,Gpr4,R,Mouse
Tac2,Gpr4,R,Mouse
Tshb,Gpr4,R,Mouse
Defb14,Gpr4,R,Mouse
Defb14,Gpr4,R,Mouse
Hebp1,Gpr4,R,Mouse
Cxcl12,Gpr4,R,Mouse
Ccl28,Gpr4,R,Mouse
Cxcl13,Gpr4,R,Mouse
Cxcl10,Gpr4,R,Mouse
Ccl20,Gpr4,R,Mouse
Ghrh,Gpr4,R,Mouse
Ccl24,Gpr4,R,Mouse
Rln1,Gpr4,R,Mouse
Ccl2,Gpr4,R,Mouse
Ccl11,Gpr4,R,Mouse
Ccl19,Gpr4,R,Mouse
Ccl3,Gpr4,R,Mouse
Amtn,Gpr87,LR,Mouse
Gm525,Gpr87,LR,Mouse
Gm94,Gpr87,LR,Mouse
Csn1s1,Gpr87,LR,Mouse
Csn2,Gpr87,LR,Mouse
Cst8,Gpr87,LR,Mouse
Cstl1,Gpr87,LR,Mouse
Defb13,Gpr87,LR,Mouse
Defb48,Gpr87,LR,Mouse
Defb19,Gpr87,LR,Mouse
Defb22,Gpr87,LR,Mouse
Defb22,Gpr87,LR,Mouse
Defb30,Gpr87,LR,Mouse
Hamp,Gpr87,LR,Mouse
Krtdap,Gpr87,LR,Mouse
Lalba,Gpr87,LR,Mouse
Ly6g5b,Gpr87,LR,Mouse
Odam,Gpr87,LR,Mouse
Pate2,Gpr87,LR,Mouse
Pate3,Gpr87,LR,Mouse
Pate4,Gpr87,LR,Mouse
Prr27,Gpr87,LR,Mouse
Scg2,Gpr87,LR,Mouse
Scgb1c1,Gpr87,LR,Mouse
Scgb1c1,Gpr87,LR,Mouse
Scgb2a2,Gpr87,LR,Mouse
Scrg1,Gpr87,LR,Mouse
Spink14,Gpr87,LR,Mouse
Spink4,Gpr87,LR,Mouse
Spink8,Gpr87,LR,Mouse
Ucma,Gpr87,LR,Mouse
Wfdc13,Gpr87,LR,Mouse
Wfdc9,Gpr87,LR,Mouse
Cort,Gpr87,R,Mouse
Nppa,Gpr87,R,Mouse
Penk,Gpr87,R,Mouse
Pdyn,Gpr87,R,Mouse
Calca,Gpr87,R,Mouse
Pth,Gpr87,R,Mouse
Gcg,Gpr87,R,Mouse
Vip,Gpr87,R,Mouse
Gip,Gpr87,R,Mouse
Sct,Gpr87,R,Mouse
Nps,Gpr87,R,Mouse
Calcb,Gpr87,R,Mouse
Iapp,Gpr87,R,Mouse
Nppb,Gpr87,R,Mouse
Tac1,Gpr87,R,Mouse
Pmch,Gpr87,R,Mouse
Gal,Gpr87,R,Mouse
Nppc,Gpr87,R,Mouse
Nmu,Gpr87,R,Mouse
Sst,Gpr87,R,Mouse
Cxcl9,Gpr87,R,Mouse
Pnoc,Gpr87,R,Mouse
Nms,Gpr87,R,Mouse
Tac4,Gpr87,R,Mouse
Tac2,Gpr87,R,Mouse
Hebp1,Gpr87,R,Mouse
Cxcl12,Gpr87,R,Mouse
Ccl28,Gpr87,R,Mouse
Cxcl13,Gpr87,R,Mouse
Cxcl10,Gpr87,R,Mouse
Ccl20,Gpr87,R,Mouse
Ghrh,Gpr87,R,Mouse
Ccl24,Gpr87,R,Mouse
Rln1,Gpr87,R,Mouse
Ccl2,Gpr87,R,Mouse
Ccl11,Gpr87,R,Mouse
Ccl19,Gpr87,R,Mouse
Ccl3,Gpr87,R,Mouse
Amtn,Grm6,LR,Mouse
Gm1673,Grm6,LR,Mouse
Gm94,Grm6,LR,Mouse
2300002M23Rik,Grm6,LR,Mouse
Cartpt,Grm6,LR,Mouse
Chga,Grm6,LR,Mouse
Chgb,Grm6,LR,Mouse
Csn1s1,Grm6,LR,Mouse
Csn2,Grm6,LR,Mouse
Dand5,Grm6,LR,Mouse
Dkkl1,Grm6,LR,Mouse
Ecrg4,Grm6,LR,Mouse
Gphb5,Grm6,LR,Mouse
Hamp,Grm6,LR,Mouse
Hdgf,Grm6,LR,Mouse
Krtdap,Grm6,LR,Mouse
Lad1,Grm6,LR,Mouse
Leap2,Grm6,LR,Mouse
Mapt,Grm6,LR,Mouse
Odam,Grm6,LR,Mouse
Pate2,Grm6,LR,Mouse
Pate3,Grm6,LR,Mouse
Plac9,Grm6,LR,Mouse
Scg3,Grm6,LR,Mouse
Scgb1c1,Grm6,LR,Mouse
Spink14,Grm6,LR,Mouse
Srgn,Grm6,LR,Mouse
Svbp,Grm6,LR,Mouse
Ucma,Grm6,LR,Mouse
Wfdc10,Grm6,LR,Mouse
Wfdc13,Grm6,LR,Mouse
Wfdc9,Grm6,LR,Mouse
Wnt10a,Grm6,LR,Mouse
Wnt10b,Grm6,LR,Mouse
Wnt9a,Grm6,LR,Mouse
Ybx1,Grm6,LR,Mouse
Wnt9b,Grm6,R,Mouse
Dhh,Grm6,R,Mouse
Wnt1,Grm6,R,Mouse
Vim,Grm6,R,Mouse
Wnt2,Grm6,R,Mouse
Rbp3,Grm6,R,Mouse
Pkm,Grm6,R,Mouse
Igfbp4,Grm6,R,Mouse
Ntf5,Grm6,R,Mouse
Wnt5a,Grm6,R,Mouse
Mfap2,Grm6,R,Mouse
Wnt3,Grm6,R,Mouse
Wnt3a,Grm6,R,Mouse
Ihh,Grm6,R,Mouse
Sostdc1,Grm6,R,Mouse
Wnt8b,Grm6,R,Mouse
Sost,Grm6,R,Mouse
Wnt8a,Grm6,R,Mouse
Nppa,Grm6,R,Mouse
Pomc,Grm6,R,Mouse
Penk,Grm6,R,Mouse
Pdyn,Grm6,R,Mouse
Crh,Grm6,R,Mouse
Sct,Grm6,R,Mouse
Nppb,Grm6,R,Mouse
Pmch,Grm6,R,Mouse
Nppc,Grm6,R,Mouse
Nmu,Grm6,R,Mouse
Cxcl9,Grm6,R,Mouse
Npw,Grm6,R,Mouse
Pth2,Grm6,R,Mouse
Avp,Grm6,R,Mouse
Tshb,Grm6,R,Mouse
Edn3,Grm6,R,Mouse
Edn2,Grm6,R,Mouse
Hebp1,Grm6,R,Mouse
Cxcl5,Grm6,R,Mouse
Edn1,Grm6,R,Mouse
Insl3,Grm6,R,Mouse
Pltp,Grm6,R,Mouse
Rims2,Grm6,R,Mouse
Ndp,Grm6,R,Mouse
Wnt2b,Grm6,R,Mouse
Wnt6,Grm6,R,Mouse
Amtn,Lpar5,LR,Mouse
Gm525,Lpar5,LR,Mouse
Clpsl2,Lpar5,LR,Mouse
Csn1s1,Lpar5,LR,Mouse
Csn2,Lpar5,LR,Mouse
Cst8,Lpar5,LR,Mouse
Cstl1,Lpar5,LR,Mouse
Defb13,Lpar5,LR,Mouse
Defb48,Lpar5,LR,Mouse
Defb19,Lpar5,LR,Mouse
Defb22,Lpar5,LR,Mouse
Defb22,Lpar5,LR,Mouse
Defb30,Lpar5,LR,Mouse
Hamp,Lpar5,LR,Mouse
Krtdap,Lpar5,LR,Mouse
Lalba,Lpar5,LR,Mouse
Leap2,Lpar5,LR,Mouse
Ly6g5b,Lpar5,LR,Mouse
Odam,Lpar5,LR,Mouse
Pate2,Lpar5,LR,Mouse
Pate3,Lpar5,LR,Mouse
Pate4,Lpar5,LR,Mouse
Scgb1c1,Lpar5,LR,Mouse
Scgb1c1,Lpar5,LR,Mouse
Scgb2a2,Lpar5,LR,Mouse
Scrg1,Lpar5,LR,Mouse
Spink14,Lpar5,LR,Mouse
Spink4,Lpar5,LR,Mouse
Spink8,Lpar5,LR,Mouse
Wfdc10,Lpar5,LR,Mouse
Wfdc11,Lpar5,LR,Mouse
Wfdc13,Lpar5,LR,Mouse
Wfdc9,Lpar5,LR,Mouse
Cort,Lpar5,R,Mouse
Nppa,Lpar5,R,Mouse
Penk,Lpar5,R,Mouse
Pdyn,Lpar5,R,Mouse
Calca,Lpar5,R,Mouse
Pth,Lpar5,R,Mouse
Gcg,Lpar5,R,Mouse
Vip,Lpar5,R,Mouse
Gip,Lpar5,R,Mouse
Nps,Lpar5,R,Mouse
Calcb,Lpar5,R,Mouse
Iapp,Lpar5,R,Mouse
Nppb,Lpar5,R,Mouse
Tac1,Lpar5,R,Mouse
Pmch,Lpar5,R,Mouse
Gal,Lpar5,R,Mouse
Nppc,Lpar5,R,Mouse
Nmu,Lpar5,R,Mouse
Sst,Lpar5,R,Mouse
Cxcl9,Lpar5,R,Mouse
Pnoc,Lpar5,R,Mouse
Nms,Lpar5,R,Mouse
Tac4,Lpar5,R,Mouse
Tac2,Lpar5,R,Mouse
Tshb,Lpar5,R,Mouse
Defb14,Lpar5,R,Mouse
Defb14,Lpar5,R,Mouse
Ccl28,Lpar5,R,Mouse
Cxcl13,Lpar5,R,Mouse
Cxcl10,Lpar5,R,Mouse
Ccl20,Lpar5,R,Mouse
Ghrh,Lpar5,R,Mouse
Ccl24,Lpar5,R,Mouse
Rln1,Lpar5,R,Mouse
Ccl19,Lpar5,R,Mouse
Amtn,P2ry2,LR,Mouse
Gm525,P2ry2,LR,Mouse
